sphere;shortName;onMap?;gridRef;xCoord;yCoord;sphereRadius;primaryBody;Planet 1;Orbit Radius (million miles);Orbit Track;Planet 2;Orbit Radius (million miles);Orbit Track;Planet 3;Orbit Radius (million miles);Orbit Track;Planet 4;Orbit Radius (million miles);Orbit Track;Planet 5;Orbit Radius (million miles);Orbit Track;Planet 6;Orbit Radius (million miles);Orbit Track;Planet 7;Orbit Radius (million miles);Orbit Track;Planet 8;Orbit Radius (million miles);Orbit Track;Planet 9;Orbit Radius (million miles);Orbit Track;Planet 10;Orbit Radius (million miles);Orbit Track;Planet 11;Orbit Radius (million miles);Orbit Track;Planet 12;Orbit Radius (million miles);Orbit Track;Planet 13;Orbit Radius (million miles);Orbit Track;Planet 14;Orbit Radius (million miles);Orbit Track;Planet 15;Orbit Radius (million miles);Orbit Track;Planet 16;Orbit Radius (million miles);Orbit Track;Planet 17;Orbit Radius (million miles);Orbit Track;Planet 18;Orbit Radius (million miles);Orbit Track;Planet 19;Orbit Radius (million miles);Orbit Track;Planet 20;Orbit Radius (million miles);Orbit Track;Planet 21;Orbit Radius (million miles);Orbit Track;Planet 22;Orbit Radius (million miles);Orbit Track;Planet 23;Orbit Radius (million miles);Orbit Track;region;flowRiver;population;activity;controlled;description;source;creator;website;isKnown
Sword World Space;Forcelia;Yes;S14;444;62;3296;Pharis;Raylo;88;I4;Arcryth;145;I7;Forcelia;250;I13;Tarsen;382;O1;Lyro;1648;O4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://besm.wikispaces.com/Swordspace;yes
Zuigspace;Zuig;Yes;S2;442;378;3934;Zuig Primary;Zuig 1;26;I1;Zuig 2;123;I6;Zuig 3;132;I7;Zuig 4;172;I9;Zuig 5;194;I10;Zuig 6;329;O1;Zuig 7;395;O1;Zuig 8;783;O2;Zuig 9;1158;O3;Zuig 10;1967;O5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Blackflow;;;;;Spike's Hammer;;http://www.reocities.com/TimeSquare/Lair/3989/places/if001/belframe.html;no
Tinyspace;Tiny;Yes;S3;443;352;6400;Sun, Tinyspace;Abet;57;I3;Becat;92;I5;Cirat;180;I9;Bamat;263;I13;Eibet;420;O1;Fecat;774;O2;Girat;1222;O3;Hamat;1580;O4;Tibet;2827;O7;Jecat;3200;O8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tiny;;;"Each of the planets in this sphere houses many civilizations of brownie-like humanoids. These tiny beings mimic the many races of a large world, but are only a few inches tall at most. The geography of the planets is tiny as well, with the tallest mountains being several hundered feet tall at most. A tree would stand approximately a foot or two at most. ""Normal"" characters are verifiable titans to these people, and may not even notice the tiny people which exist on the surface of these worlds.";;Max Currier;;yes
Bluespace;Blue;Yes;S4;453;330;888;Blue Sun;Blue 1;68;I3;Blue 2;87;I4;Blue 3;200;I10;Blue 4;234;I12;Blue 5;444;O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mystaran Cluster: Inner Sphere;;Various;Medium;Eborians;;;John Calvin (Chimpman);http://www.seedwiki.com/?wiki=mystaraspace_exiles_campaign&page=inner_spheres;yes
Spindlespace;Spindle;Yes;S5;462;284;1200;Empty;Lattice;87;I4;Crumbled;161;I8;Fragments;600;O2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mystaran Cluster: Shattered Sphere;;;;;;;John Calvin (Chimpman);http://www.seedwiki.com/?wiki=mystaraspace_exiles_campaign&page=spindlespace;yes
Scarredspace;Scarred;Yes;S5;445;296;2000;Tarnish;Ring of Asterius;69;I3;Charr;105;I5;Un-named;167;I8;Un-named;287;I14;Ravine;385;O1;The Husk;1000;O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mystaran Cluster: Shattered Sphere;;;;;;;John Calvin (Chimpman);http://www.seedwiki.com/?wiki=mystaraspace_exiles_campaign&page=scarredspace;yes
Crackedspace;Cracked;Yes;S5;460;305;3200;Igniter;The Spindle;655;O2;Searral;1127;O3;Cyndet;1600;O4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mystaran Cluster: Shattered Sphere;;;;;;;John Calvin (Chimpman);http://www.seedwiki.com/?wiki=mystaraspace_exiles_campaign&page=known_space;yes
Gardenspace;Garden;Yes;S5/6;445;282;3000;;;1500;O4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mystaran Cluster: Core Sphere;;;;;;;John Calvin (Chimpman);http://www.seedwiki.com/?wiki=mystaraspace_exiles_campaign&page=core_spheres;yes
Emberspace;Ember;Yes;S6;447;262;1500;Empty;Red Embers;123;I6;Cracked Embers;314;O1;Gray Embers;750;O2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mystaran Cluster: Elemental Sphere;;;;;;;Chimpman;http://www.seedwiki.com/?wiki=mystaraspace_exiles_campaign&page=emberspace;yes
Islandspace;Island;Yes;S7;451;238;496;Fireye;Barbuda;71;I4;Britania;173;I9;Cretoria;248;I12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Various;None;None;It is named so because of the thousands of small live bearing asteroids scattered throughout the sphere. A great vacation spot or retirement land.;SJR4 p.30;Nigel Findly/Rovion;;yes
Dragonspace;Dragon;Yes;S8;445;220;4892;Aurel;Sunmask;87;I4;Azuria;92;I5;Draconia;133;I7;The Rocks;216;I11;Adonia;380;O1;Ballock;786;O2;Permafrost;2446;O6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dragonkin, Allyri;High;None;Home of Draconia campaign setting;;Sable;http://toy-soldier-spelljammer.webs.com/appendices.htm#803855402;yes
Trailspace;Trail;Yes;T10;475;167;1596;Empty;Trail;798;O2;Hoppers;798;O2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Xichil;Low;Self;Trailspace (aka Pathspace) is named for the path the great planet takes within the sphere.;;Rovion;;yes
Osternaaspace;Osternaa;Yes;T12;465;115;3284;Sun, Osternaaspace;Tenebrosia;37;I2;Tarmitia;130;I7;Arboria;150;I8;Octernaas;214;I11;Lucencia;382;O1;Gelidia;821;O2;Asteroid X;1642;O4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outer Reaches;;;;;Worlds from 'Bard's Tale' computer games;Bard's Tale;Khronos;http://home.1asphost.com/flits3/files/spelljammer/spheres/osternaasspace.html;yes
Archaeusspace;Archaeus;Yes;T12;467;130;1624;Archaeus;Ardan;1;I0;Drome;1;I0;Jhang;1;I0;Læolis;1;I0;Phandir;1;I0;Talisandre;1;I0;Zar;1;I0;Sun Centre;302;O1;Locus;432;O1;Old Outer Orbit;812;O2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outer Reaches;;;;;Taslanta -based sphere;;Tom Mathews;http://lost.spelljammer.org/DrawingBoard/xover/Archaeusspace.html;yes
Finalspace;Final;Yes;T14;466;73;0;;World A;;;???2;;;???3;;;Earth, FFIV;;;???5;;;World of Balance;;;Gaia FFVII;;;???8;;;Spira;;;Vana'diel;;;Ivalice;;;Pulse;;;Hydaelyn;;;???CC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Final Fantasy game series;;;no
Seeliespace VI;Seelie VI;Yes;T2;485;359;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes
Seeliespace I;Seelie I;Yes;T2;476;360;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes
Seeliespace II;Seelie II;Yes;T2;481;362;642;Sun, Seeliespace II;FireFay;123;I6;EarthFay;178;I9;WaterFay;197;I10;AirFay;321;O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fae;;Titania;Fae sphere;Knights of the Sword Coast;Archlich;www.archlich.com/kotsc/Placees/MinorSpheres.html;yes
Seeliespace III;Seelie III;Yes;T2;486;363;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes
Seeliespace IV;Seelie IV;Yes;T2;471;364;814;Seelispace IV centre;Light From Above;1;I0;Eldreth;92;I5;Greygnomehome;202;I10;Sinkhole;268;I13;Iceheart;407;O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Aelfirians;Low;Aelfirians;Fae sphere;Knights of the Sword Coast;Archlich;www.archlich.com/kotsc/Places/SSpace/SSpace.html;yes
Seeliespace V;Seelie V;Yes;T3;484;353;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes
Seeliespace VII;Seelie VII;Yes;T3;484;378;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes
Coldspace;Cold;Yes;T4;478;331;2000;Sun, Coldspace;Stone Continents;175;I9;Neb-Ur;647;O2;Horem-Ka;1000;O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mystaran Cluster: Inner Sphere;;Human;High;Nithians;;;John Calvin (Chimpman);http://www.seedwiki.com/?wiki=mystaraspace_exiles_campaign&page=coldspace;yes
Steamspace;Steam;Yes;T5;484;296;250;Amorphous Water Body;;125;I6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mystaran Cluster: Elemental Sphere;;;;;;;John Calvin (Chimpman);http://www.seedwiki.com/?wiki=mystaraspace_exiles_campaign&page=elemental_spheres;yes
Dustspace;Dust;Yes;T6;472;265;1000;Red Sun;Inner Dustspace Belt;11;I1;Mid Dustspace Belt;98;I5;Dust Planet;172;I9;Outer Dustspace Belt;500;O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mystaran Cluster: Fringe Sphere;;;;;;;John Calvin (Chimpman);http://www.seedwiki.com/?wiki=mystaraspace_exiles_campaign&page=fringe_spheres;yes
Dustbowl Sargasso;Dustbowl Sargasso;No;T6;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes
Titanspace;Titan;Yes;T7;473;237;1260;Mabon;The Gravel Chain;1;I0;The Girdle of Sirens;;;Danu;;;The Crown of Lords;630;O2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Another ancient sphere, home of the titans.;;;;yes
Saurialspace;Saurial;Yes;T8;469;216;1586;;;88;I4;;155;I8;;252;I13;;433;O1;Sarus;793;O2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Saurials;;;;http://web.archive.org/web/20060506052359/http://www.nightwasp.com/daggerdale/sjgeonom.htm;no
Scalespace;Scale;Yes;T8;483;219;2488;;;125;I6;;171;I9;;236;I12;;376;O1;;1244;O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lizardmen;;;Home to Lizardmen and Insect races;Beyond Countless Doorways;"George ""Loki"" Williams";planejammerchronicles.com;yes
Aeneaspace;Aenea;Yes;T9;486;186;1220;Aeneaspace Sun;Klask;96;I5;Aenea;214;I11;Terris' Belt;300;I15;T'Meshna;353;O1;Gorlan;398;O1;Andra's Garden;475;O1;Typhis' Playground;526;O1;Ragnor's Chain;610;O2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Various;Low;None;;;amethyst-dragon;http://www.amethyst-dragon.com/Aenea/;yes
Elderspace;Elder;Yes;U11;510;123;0;Nirn;Arkay;;;Kynareth;;;Akatosh;;;Julianos;;;Zenithar;;;Oblivion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Elder Scrolls game series;;;no
Ilsigspace  ;Ilsig;Yes;U11;496;140;1800;;;900;O2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outer Reaches;;Human;Low;None;The world of the Thieves' World anthologies is in this sphere. I think the Nisibis, at least, are Spelljammer aware.;Thieves' World;Various;;yes
Runespace;Rune;Yes;U12;495;114;0;Glorantha;Blue Moon;;;Red Moon;;;Shargash;;;Yelm;;;Lightfore;;;Mastakos;;;Moskalf;;;Wagon;;;Artia;;;Tolat;;;Twinstar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outer Reaches;;;;;Runequest Campaign World;Runequest;;;no
Heliosspace;Terra;Yes;U14;499;61;7294;Sol;Mercury;36;I2;Venus;67;I3;Earth a.k.a. Terra;93;I5;Mars;142;I7;Terraspace Belt;250;I13;Jupiter;483;O1;Saturn;888;O2;Uranus;1784;O4;Neptune;2794;O7;Pluto;3647;O9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Located away from any major rivers this was only recently discovered by an Elven Man-o-War. Only artifact level magic (like Helms) and spells up to 2nd level function here.  ;Space 1889/Polyhedron #73, #74;Paul Westermeyer;http://lost.spelljammer.org/DrawingBoard/worlds/Terraspace/;no
Orthospace;Ortho;Yes;U2;511;366;1500;Arariskein;Aufrec;50;I3;Strec;200;I10;Corrigere;300;I15;Ortho;500;O1;Erta;750;O2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Various;Medium;Harmonium;Home sphere of the Harmonium faction (Planescape);Spelljammer Mailing List;Richard Gant;http://oracle.wizards.com/scripts/wa.exe?A2=ind0006B&L=SPELLJAMMER-L&P=R1928&I=-3;yes
Pelinorespace;Pelinore;Yes;U4;499;331;0;Pelinore;;0,05;I0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Imagine;ripvanwormer;http://www.thepiazza.org.uk/bb/viewtopic.php?f=2&t=2117;yes
Ankispace;Anki;Yes;U4/5;509;306;2482;Utu, Ankispace;Anki 1;19;I1;Anki 2;38;I2;Anki 3;94;I5;Kigal;197;I10;The Corkscrew;270;I14;Anki 6;392;O1;Anki 7;1241;O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Low;;Bronze Age Sphere;;AuldDragon;http://blog.aulddragon.com/category/ankispace/;yes
Flamespace;Flame;Yes;U5;502;284;722;Hearthfires;Wildfire;20;I1;Ribbon of War;60;I3;The Cold Sun;174;I9;The Hands of Death;217;I11;Lifefire;361;O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Aztec Sphere;Knights of the Sword Coast;Archlich;www.archlich.com/kotsc/Places/FSpace/FSpace.html;no
Majspace;Maj;Yes;U7;505;241;6854;Los;Yrcurem;37;I2;Sunev;65;I3;Maj;93;I5;Sram;130;I7;Dioretsa;251;I13;Retipuj;446;O1;Nrutas;828;O2;Sunaru;1655;O4;Enutpen;2595;O6;Otulp;3427;O9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;;;;;Spelljammer Mailing List;Dreamer;http://www.romsys.demon.co.uk/frpg/spelljam/majspace/;yes
Knightspace  ;Knight;Yes;U7;509;252;2398;Empty;Sun;2;I0;Serinth;114;I6;Anzar;147;I7;Hy;237;I12;Foran;440;O1;Seeker;1199;O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;Various;High;None;Accessing this sphere from the flow is easy, however, leaving it can prove to be difficult. There are numerous one-way portals leading out of the sphere within the constellations of the Crystal Shell. The locations of these portals shift and change randomly from star to star.;;Max Currier;;yes
Knavespace;Knave;Yes;U7;505;254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes
Avidarelspace;Avidarel;Yes;U8;511;207;254;Avidarel Core;Avidarel Splinters;5;I0;Avidarel Dust Belt;78;I4;Avidarel Mist Belt;127;I6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outer Reaches;;;;;;Beyond Countless Doorways;Malhavok;http://www.montecook.com;yes
Malhavokspace;Malhavok;Yes;U8;499;219;3846;Sun, Malhavokspace;Yragon;37;I2;Serran;110;I6;Praemal;236;I12;Carrigmore;431;O1;Ouno;1498;O4;Palpatur;1923;O5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outer Reaches;;;;;;Malhavok Press;ripvanwormer;http://www.thepiazza.org.uk/bb/viewtopic.php?f=2&t=2289;yes
Elespatio/Latierra;Elespatio;Yes;U9;492;202;4700;Ra;Dhagana;45;I2;Avedine;55;I3;Latierra;108;I5;Elespatio Belt;199;I10;D'Necat;294;I15;Odorngshrah;428;O1;Palatora;1602;O4;Værniss;1974;O5;Uraniva;2350;O6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Various;High;Self;Latierraspace is mainly held by the spelljamming fleet of Amnestriosti, which is also unusually large (somewhere around 3000 ships...), but the other planets have some monopolies on the Spelljamming market.;;Daniel Sheff;http://sjml.spelljammer.org/archive/mpgn/199809/21-000001.html;yes
Iospace;Io;Yes;V1;535;387;2384;;;53;I3;;186;I9;;307;O1;;420;O1;;1192;O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;;;;;Spike's Hammer;;;yes
Burnspace;Burn;Yes;V1;528;394;762;;;36;I2;;74;I4;;95;I5;;217;I11;;381;O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spike's Hammer;;;yes
Floatspace;Float;Yes;V1;537;396;2378;;;87;I4;;112;I6;;222;I11;;416;O1;;815;O2;;1189;O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;;;;;Spike's Hammer;;;yes
Krullspace;Krull;Yes;V13;523;97;0;;Krull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outer Reaches;;Human;Low;None;Setting for Movie 'Krull';Krull;Nerik;;no
Mongospace;Mongo;Yes;V16;533;26;0;Mingo Vortex;Mongo;;;Arboria, Mongo;;;Frigiea;;;Hawk City;;;Aquaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outer Reaches;;Various;High;Mingo Empire;'Flash Gordan' sphere;;Nerik;http://www.thepiazza.org.uk/bb/viewtopic.php?f=2&t=600;no
Sandspace  ;Sand;Yes;V2;522;376;592;Sun, Sandspace;Thronton;61;I3;Dune;159;I8;Ahhh;195;I10;Juniper;296;I15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Various;Low;IEN;It recieves its name due to the great amounts of sand that are scattered throughout space, causing fearce storms and undue wear and tear on spelljamming vessels.;;Rovion;;yes
Countspace  ;Count;Yes;V3;528;338;6552;Sun, Countspace;Sequel;22;I1;Trilogy;58;I3;Chronicle;98;I5;Series;223;I11;Sextant;314;O1;Cycle;351;O1;Generation;854;O2;Epilogue;2416;O6;Cessation;3276;O8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;Elves;High;IEN;Its name was derived by the EIN inorder to easily allow diplomats and forien dignitaries to find the correct planets durring times of peace and truce. Countspace is the heart of the Elven Imperial Navy.;;Rovion;;yes
Nilespace;Nile;Yes;V5;518;292;5102;Ra;;2551;O6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Outer Flow;Various;Medium;IEN/Nubia;Ancient Egyptian-style sphere;;Eric Timmers, Rob Goedemans, Hans van Dongen;;yes
Tellenespace;Tellene;Yes;V6;530;271;0;;Tellene;;;;;;;;;;;;;;;;;;;;;;;;;;;The Brightstar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no
Pyrespace;Pyre;Yes;V7;521;235;1000;The Pyre;Ashen;35;I2;Verdura;65;I3;Quelya;95;I5;Perianth;140;I7;Chain of Tears;300;I15;Moradin's Forge;500;O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arcane Inner Flow;Various;High;IEN;Shadow of the Spider Moon setting;Polyhedron #151/Dungeon #92;Andy Collins;www.spelljammer.org/Pyrespace, www.andycollins.net/Projects/Spelljammer/Spelljammer.htm;no
Golarionspace;Golarion;Yes;V9/10;525;183;7604;Sun, Golarion;Aballon;36;I2;Castrovel;67;I3;Golarion;92;I5;Akiton;141;I7;Verces;213;I11;The Diaspora;275;I14;Eox;414;O1;Triaxus;887;O2;Liavara;1682;O4;Bretheda;2794;O7;Apostae;3186;O8;Aucturn;3802;O10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Various;;;Pathfinder campaign sphere;Pathfinder;Pazio;pathfinder.wikia.com/solar_system;yes
Ontwree;Ontwree;Yes;W1;550;393;710;;;64;I3;;115;I6;;148;I7;;177;I9;;198;I10;;271;I14;;355;O1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spike's Hammer;;;yes
Sarûniaspace;Sarûnia;Yes;W11;562;139;15000;Red Sun;Helatia;36;I2;Caerwyn;59;I3;Jraenor;76;I4;Sholnara;92;I5;Grenoriv;108;I5;Aerea;125;I6;Moltaria;150;I8;Yellow Sun;300;I15;Barexina;350;O1;Ninachta;375;O1;Drenaelea;475;O1;Tinorous;640;O2;Sarûnia;800;O2;Randojka;900;O2;Atheirre;1200;O3;;1800;O5;;2400;O6;;3000;O8;;3600;O9;Sarûniaspace Belt;7200;O18;;9000;O23;;12000;O30;;;;;;;;;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/;no
Incaspace;Inca;Yes;W6;554;282;570;;;91;I5;;164;I8;;285;I14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Another ancient sphere.;;;;yes
Shardspace;Shard;Yes;W7;544;246;11991;Dol Arrah;Onatar;36;I2;Balinor;51;I3;Ebberon;88;I4;Arawai;107;I5;Khyber Islands;130;I6;Aureon;147;I7;Boldrei;231;I12;Olladra;295;I15;Eberron Islands;310;O1;The Devourer;367;O1;The Fury;556;O1;The Keeper;778;O2;The Mockery;946;O2;The Shadow;1246;O3;The Traveler;3247;O8;Cygnus;4600;O12;Siberys Islands;5996;O15;;;;;;;;;;;;;;;;;;;;;;;;;Ebberon;WotC;;yes
Ironspace;Iron;Yes;W8;544;226;572;Sun, Ironspace;Lucant;28;I1;Caen;95;I5;The Eye of the Wyrm;192;I10;Cyriss;286;I14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outer Reaches;;Various;Low;None;Contains Iron Kingdoms setting;Iron Kingdoms;Privateer Press;www.privateerpress.com;no
Gladiusspace;Gladius;Yes;X2;565;361;13280;Soliel;Bragar;40;I2;Marusinal;110;I6;Connatra;198;I10;Gladius Belt;250;I13;Xinthus;400;O1;Telakka;791;O2;Morriah;1578;O4;Zharree Belt;2378;O6;MonoTakaRhee;3619;O9;Kaluf;4838;O12;Trofuth;5216;O13;Mairee;5989;O15;Feth;6372;O16;Kushor;6640;O17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spelljammer Mailing List;Nancy E (lea) Hall;http://oracle.wizards.com/scripts/wa.exe?A2=ind0307e&L=spelljammer-l&P=944;yes
Sazuarspace;Sazuar;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;None;None;None;Orgin of the Ravager (Beholder Sphere);SJA1;TSR;;
Aglyffaspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Allorspace;;No;;;;0; ;Rarkker;;;Yuillion;;;Death's Rock;;;Ptah's Berg;;;The Belt of Stones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Farspace;;;;;;;Knightfall;http://www.thepiazza.org.uk/bb/viewtopic.php?f=2&t=3952;
Apocalypsespace;;No;;;;7294;Sol;Mercury;36;I2;Venus;67;I3;Earth a.k.a. Terra;93;I5;Mars;142;I7;Apocalypse Asteroid Belt;250;I13;Jupiter;483;O1;Saturn;888;O2;Uranus;1784;O4;Neptune;2794;O7;Pluto;3647;O9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Low;Werewolves;'World of Darkness' sphere (original version);White Wolf;"George ""Loki"" Williams";;
Auranspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Adventurer Conquerer King;Autarch;http://www.autarch.co/;
Avatarspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avatar- The Last Airbender;;;
Blowspace;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beacon Cluster;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
Blue Cone Space;;No;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spelljammer Mailing List;Paul Arnold Stetzel;;
