name;size;diameter;shape;details;type;primaryBody;moons;rings;enviroment;population;description;sphere;shortName;onMap?;notes;source;creator;website
Suun;F;;;;Fire;;3;;;;;Ssuwspace;Ssuw;Yes;;;;
Hagane Taiyo;I;1.199.392;;;Fire;;5;;;Fire Elementals, Efreet;Steel-coloured;Steel Star Space;Steel Star;Yes;;;;http://www.thepiazza.org.uk/bb/viewtopic.php?p=106943#p106943
Gallant;G;;;;Fire;;;;;;;Swordspace  ;Sword;Yes;;;;
Dead Heart;E;;;;Fire;;;;;;;Tarraspace;Tarra;Yes;;;;
Forge;K;;;;Fire;;;;;;;Tarraspace;Tarra;Yes;Red;;;
Utu;G;;;;Fire;;;;;;;Taur-Utu space;Taur-Utu;Yes;;;;
The Brightstar;;;;;Fire;;;;;;;Tellenespace;Tellene;Yes;;;;
Lifegiver;I;;;;Fire;;;;;;;Thasiaspace;Thasia;Yes;;SJA4 p.52;TSR;http://www.archlich.com/kotsc/Places/VodoniCluster/Thasiaspace.html
Yaggdrysil;I;;;;Fire;;;;;;;Thornspace  ;Thorn;Yes;;;;
Eclipse;J;;◗;;Fire;;10;;;;;Thrustspace  ;Thrust;Yes;;;;
Losra;G;;;;Fire;;;;;;;Thuriaspace;Thuria;Yes;;;;
Pyrosa;D;;;;Fire;;1;;;;;Thuriaspace;Thuria;Yes;;;;
Feoran;G;;;;Fire;;3;;;;;Timespace  ;Time;Yes;;;;
Voidstar;F;;;;Fire;;;;;;;Tornspace  ;Torn;Yes;;;;
Voidstar;F;;;;Fire;;;;;;;Tornspace  ;Torn;Yes;;;;
Traba;I;9.290.000;;;Fire;;;;Colder than normal;;;Trabaspace;Traba;Yes;;;;
Sun, Truespace;J;45.000.000;;;Fire;;;;;;;Truespace;True;Yes;;;;
Suns of Tuka;D;;;3 spheres;Fire;;;;;;;Tukonspace;Tukon;Yes;;;Charles Taylor;
Sun, Turnspace;D;;;;Fire;;3;;;;;Turnspace;Turn;Yes;;;;
Twin Suns;I;;;;Fire;;;;;;;Twinspace;Twin;Yes;Red + Green;;;
Wink;G;;;;Fire;;;;;;;Tyrspace;Tyr;Yes;;;;
Wink;G;;;;Fire;;;;;;;Tyrspace;Tyr;Yes;;;;
Anvil;C;;;;Fire;;;;Thick earth crust;Humans;;Vergonspace;Vergon;Yes;;SJA4 p.52;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Vergon Prime;I;;;;Fire;;;;;;;Vergonspace;Vergon;Yes;;;;
Garrash;J;;;;Fire;;;;;;;Vistaspace;Vista;Yes;;SJR4 p.22;;
Sun, Vistaspace;G;;;;Fire;;;;;;;Vistaspace;Vista;Yes;;;;
Vodoni Prime;G;;;;Fire;;;;;;;Vodonispace  ;Vodoni;Yes;;;;
Vodoni Secundus;I;;◗;;Fire;;;;Void;;;Vodonikaspace;Vodonika;Yes;;;;
Rebdegorath;K;;△;Icosahedron;Fire;;;;;;;Voskospace;Vosko;Yes;;;;http://www.frozenstar.net/BTFS/Gazette.htm
The Collapsar;;;;;Fire;;1;;;;;Warrenspace;Warren;Yes;Constantly imploding;;ripvanwormer;http://www.thepiazza.org.uk/bb/viewtopic.php?p=64744&sid=186501b3ecac842060e9f04e6b6c5a83#p64744
Warren;J;;;;Fire;;;;;;;Warrenspace;Warren;Yes;;;ripvanwormer;http://www.thepiazza.org.uk/bb/viewtopic.php?p=64744&sid=186501b3ecac842060e9f04e6b6c5a83#p64744
Sun, Wayspace;H;;❑;;Fire;;;;;;;Wayspace;Way;Yes;;;;
Sun, Webspace;G;;;;Fire;;;;;;;Webspace;Web;Yes;;;;
Sun, Wehrspace;E;;;;Fire;;;;;;;Wehrspace  ;Wehr;Yes;;;;
Sun, Wickedspace;G;;;;Fire;;;;;;;Wickedspace  ;Wicked;Yes;;;;
Ghenrek/Sol;H;865.000;;;Fire;;;;;;;Wilderlandsspace;Wilderlands;Yes;aka. Sol;;;
Uelde;H;;;;Fire;;;;;;;Windyspace;Windy;Yes;;;;
Uelde;H;;;;Fire;;;;;;;Windyspace;Windy;Yes;;;;
Virotess;G;;;;Fire;;;;;;;Winterspace;Winter;Yes;;;;
Witchlight;B;;;;Fire;;;;;;;Witchlightspace;Witchlight;Yes;;;;
Sun, Wyrmspace;F;;;;Fire;;;;;;;Wyrmspace ;Wyrm;Yes;;;;
Ytherik;;;;;Fire;;;;;;;Ytherik System;Ytherik;Yes;;;;
Sun, Zalanispace;I;;;;Fire;;;;;;;Zalanispace;Zalani;Yes;;;;http://www.archlich.com/kotsc/Places/VodoniCluster/Zalanispace.html
Dayface;J;;;;Fire/Shadow;;;;;;;Beyondspace;Beyond;Yes;Dumbell;;;
Ur-Yon;F;15.500;;;Fire/Water;;3;;Volcanic Islands;Ogres, Goblins;;Steel Star Space;Steel Star;Yes;;;;http://www.thepiazza.org.uk/bb/viewtopic.php?p=106943#p106943
Terukuo;E;;;;Ice;;;;;;;Algolspace;Algol;Yes;;;;
Fasdoi;D;;;;Ice;;;;;;;Atridaspace;Atrida;Yes;;;;
Loksdu;D;;;;Ice;;;;;;;Atridaspace;Atrida;Yes;;;;
Bright Rocks;J;;‡;;Ice;;;;;;;Cubespace;Cube;Yes;;;;
The Ice Whale;J;;;Whale;Ice;;;;Frozen once-living world;;;Nacrespace;Nacre;Yes;;;;
Squirrnspace Belt 2;E;;‡;;Ice;;;;;;;Squirrnspace  ;Squirrn;Yes;;;;
Squirrnspace Belt 4;E;;‡;;Ice/Air;;;;;;;Squirrnspace  ;Squirrn;Yes;Cometary cloud;;;
Jigoku;E;;;;Lava;;;;;;;Algolspace;Algol;Yes;;;;
Avernus;E;;;;Lava;;;;;;;Atridaspace;Atrida;Yes;;;;
Slane;G;;;;Lava;;;;;;;Beyondspace;Beyond;Yes;Teardrop;;;
Shakalee;D;;;;Live;;;;;;;A'Lantaenspace;A'Lantaen;Yes;;;;
Bhoomi;E;;◗;Disk;Live;;;;;;;Ametsuchispace;Ametsuchi;Yes;;;;
Shejkano;C;;;Shell;Live;;;;;;;Aquaspace;Aqua;Yes;;;;
The Great Reef;Sp;;‡;;Live;;;;;;;Aquaspace;Aqua;Yes;Ringworld (E - H thick);;;
Warldus;E;;;;Live;;;;;;;Aquaspace;Aqua;Yes;;;;
Phandir;C;;;;Live;;;;;;Green;Archaeusspace;Archaeus;Yes;;;;
Bestial;B;;;;Live;;;;;Elves;;Banesun;Banesun;Yes;;;;
World Tree;;;;;Live;;;;;;;Bugspace;Bug;Yes;Fills Sphere;;;
Locni;;;;;Live;;1;;;Elves;;Celenaresspace;Celenares;Yes;moon (Cambomc);;;
Berga;E;;;;Live;;;;;Berganies;;Cradlespace;Cradle;Yes;;;;
Adonia;E;;;;Live;;;;;;;Dragonspace;Dragon;Yes;;;;
Dukagsh;G;45.250;;;Live;;;;;Scro;;Dukagshspace;Dukagsh;Yes;;Dragon Annual #1;;
Luthic;E;5.650;△;;Live;Dukagsh;;;;;;Dukagshspace;Dukagsh;Yes;;;;
Great Tree;L;1.000.000.000;;Tree;Live;;;;;;;Faeriespace;Faerie;Yes;;;;
Arcryth;;;;;Live;;;;;;;Sword World Space;Forcelia;Yes;;;;
Golarion;E;;;;Live;;;;;;;Golarionspace;Golarion;Yes;;Pathfinder;Pazio;pathfinder.wikia.com/wiki/Golarion
Hon'orma;C;;;;Live;Sacafeda;;;;Humans;;Gossamerspace;Gossamer;Yes;;;;
Pan'raku;B;;Ο;;Live;Kodizana;;;;;;Gossamerspace;Gossamer;Yes;;;;
Arcanius;A;;△;Pyramid;Live;;;;;;;Jadespace ;Jade;Yes;;;;
Rainuss;E;;△;Torus;Live;;2;3;;;;Jadespace ;Jade;Yes;2 moons & 3 halo rings;;;
Foran;G;;;;Live;;;;;;;Knightspace  ;Knight;Yes;;;;
Sidar;E;;❑;;Live;;;;;;;Korvspace;Korv;Yes;;;;
Xixchil Homeworld;;;;;Live;;;;;Xixchil;;Kreenspace;Kreen;Yes;The Xixchil's homeworld is a live world with many predators.;MC9 Spelljammer Monstrous Compendium II 'Xixchil';;
Chislev;E;;;;Live;;;;;;;Krynnspace;Krynn;Yes;;;;
Bior;G;;;;Live;;1;;;;;Maginciaspace;Magincia;Yes;;;;
Sutorpea;A;;;Shark;Live;;;;;;;Nacrespace;Nacre;Yes;;;;
Karnak;;;;;Live;;;;;;;Omnispace;Omni;Yes;;;;
Blackwood;B;;;;Live;;;;;;;Ragespace  ;Rage;Yes;;;;
Blind Huntress;*;;;;Live;;;;;;;Ragespace  ;Rage;Yes;Tarrasque;;;
The Husk;;;;Beetle;Live;;;;;;;Scarredspace;Scarred;Yes;;;;
Leafhome;H;;;Shell;Live;;;;;;;Seldarspace;Seldar;Yes;;;;
Vanosh;;;;;Live;;2;;;;;Seskotspace;Seskot;Yes;;;;
Arawai;E;7.171;;;Live;;2;;;;;Shardspace;Shard;Yes;;;Michael Billard;http://oracle.wizards.com/scripts/wa.exe?A2=ind0912d&L=spelljammer-l&P=564
Web Core;D;;;;Live;;;;;;;Spiderspace part 2;Spider 2;Yes;;;;
Zontex;E;;❄;;Live;;;;;;;Splitspace part 2;Split 2;Yes;;;;
Thasia;G;88.500;;;Live;;;;;Thasians;;Thasiaspace;Thasia;Yes;;SJA4 p.52;TSR;http://www.archlich.com/kotsc/Places/VodoniCluster/Thasiaspace.html
Birth Garden;;;‡;;Live;;;;;;;Thornspace  ;Thorn;Yes;Live worlds;;;
Bramble;D;;;;Live;;;;;;;Thornspace  ;Thorn;Yes;;;;
Briar;C;;;;Live;;;;;;;Thornspace  ;Thorn;Yes;;;;
Forest;;;‡;;Live;;;;;;;Thornspace  ;Thorn;Yes;;;;
Patch;C;;;;Live;;;;;;;Thornspace  ;Thorn;Yes;Infinity Vine;;;
Seed Cloud;;;❄;;Live;;;;;;;Thornspace  ;Thorn;Yes;Starfly Lives;;;
Yggdrasil;K;200.000.000;;Tree;Live;;;;;;;Yggdrasil;Yggdrasil;Yes;;;;
Beltoun/Marth;D;;;;Live/Water;;;;;;;Beltoun;Beltoun;Yes;;;;
Kanshou Belt;A;;‡;;Metal;;;;;;;Ametsuchispace;Ametsuchi;Yes;;;;
Raylo;;;;;Metal;;;;;;;Sword World Space;Forcelia;Yes;;;;
What Remains;A;;;;Mix;;;;;;;Horrorspace;Horror;Yes;;;;
Sun Centre;N/A;;;;N/A;;2;;;;;Archaeusspace;Archaeus;Yes;;;;
Astra;C;150;;;Portal;;;;;Rastipedes, Formians;;Astralspace;Astral;Yes;;;blackdaggr;http://www.ganae.com/DnD/Wildspace/Astralspace.html
The Portal;A;;?;;Portal;;;;;;;Inspace ;In;Yes;Portal;;;
The Portal;A;;?;;Portal;;;;;;;Inspace ;In;Yes;;;;
Seeker;A;;?;;Portal;;;;;;;Knightspace  ;Knight;Yes;;;;
The Portal;A;;?;;Portal;;;;;;;Outspace  ;Out;Yes;Portal;;;
The Portal;A;;?;;Portal;;;;;;;Outspace  ;Out;Yes;;;;
Prime Star;A;;;;Portal;;;;;;;Starspace;Star;Yes;to Radience;;;
Garstand;E;;;;Smoke;;;;;;;Beyondspace;Beyond;Yes;wrecked;;;
Whirlpool;F;;;;Special;;;;;;;Aquaspace;Aqua;Yes;Black hole;;;
Bleem;S;;?;;Special;;;;;;;Arkaelaspace;Arkaela;Yes;;;;
Black Gulf;S;;?;;Special;;;;;;;Crimson Sphere;Crimson;Yes;;;;
Gamaro Base;A;;;;Special;;;;;;;Moragspace;Morag;Yes;Dead Gammeroid, Scro base;;;
Kiffin;B;;◗;;Special;;;;;;;Shadowspace;Shadow;Yes;;;;
Dragonsun;;;;Dragon;Starbeast;;;;;;;Pearlspace;Pearl;Yes;;;;
Gundred;D;;;;Steam;;;;;;;Beyondspace;Beyond;Yes;Wrecked;;;
Cygnus;D;;;;Unknown;;;;;;;Shardspace;Shard;Yes;;;;
Squirrnspace Belt 1;E;;‡;;Varies;;;;;;;Squirrnspace  ;Squirrn;Yes;;;;
Squirrnspace Belt 3;E;;‡;;Varies;;;;;;;Squirrnspace  ;Squirrn;Yes;;;;
Marinias;G;;;;Water;;;;;;;A'Lantaenspace;A'Lantaen;Yes;;;;
Orb;C;;;;Water;;;;;;;A'Lantaenspace;A'Lantaen;Yes;;;;
Adramis;E;7.800;;;Water;;;;;Aquatic;;Adramisspace;Adramis;Yes;;Beyond the Moons;Jaime Lopez;http://www.spelljammer.org/worlds/locs/Adramis/Adramis.html
Gorlan;D;;;;Water;;1;;;;;Aeneaspace;Aenea;Yes;;;;
Stout;H;;;;Water;;2;;;;;Agraspace;Agra;Yes;2 moons (Mouse, Blazer);;;
Agurlis;;;‡;;Water;;;;;;;Alanthusspace;Alanthus;Yes;;;Susan Brown;
Srivijaya;J;;;;Water;;;;;;;Ametsuchispace;Ametsuchi;Yes;;;;
The Corkscrew;D;;‡;;Water;;4;;;;;Ankispace;Anki;Yes;;;;
Læolis;C;;;;Water;;;;;;Blue;Archaeusspace;Archaeus;Yes;;;;
Xplanet9;F;30.758;;;Water;;10;;;;;Arthspace;Arth;Yes;;;;
Poltina;F;30.400;;;Water;;3;;;;;Astralspace;Astral;Yes;;;blackdaggr;http://www.ganae.com/DnD/Wildspace/Astralspace.html
Virgo;D;;;;Water;;;;;;;Atridaspace;Atrida;Yes;Erratic, Myth Gaelen?;;;
Shazzel;D;;;;Water;;;;;Lizard-men;;Banesun;Banesun;Yes;;;;
The Fringe;A;;‡;;Water;;;;Icy;;;Banesun;Banesun;Yes;;;;
Sapalash;C;;;;Water;;;;;;;Beltoun;Beltoun;Yes;;;;
Dwirm;G;;;;Water;;;;;;;Beyondspace;Beyond;Yes;;;;
Harth, Bloodspace;G;;;;Water;;;;Icy;;;Bloodspace;Blood;Yes;;;;
Barbuda;C;;;;Water;;;;;;;Casaspace;Casa;Yes;;SJR4 p.30;;
Abrek;;;;;Water;Hechir;;;;;;Celenaresspace;Celenares;Yes;;;;
Hechir;;;;;Water;;1;;;;;Celenaresspace;Celenares;Yes;moon (Abrek);;;
Hechir;;;;;Water;;1;;;;;Celenaresspace;Celenares;Yes;;;;
Hades;F;;;;Water;;;;Icy;;;CharSpace  ;Char;Yes;gate to hades;;;
Eye of Law, Chargespace;F;;Ο;;Water;;;;;;;Chargespace;Charge;Yes;;;;
Justice;D;;;;Water;;;;;;;Chargespace;Charge;Yes;;;;
Choja-Ruk;F;;Ο;Oblate;Water;;;;;Crustacians;;Chitinspace;Chitin;Yes;;;;
Samaldia;D;;‡;;Water;;;;;;;Chromaspace;Chroma;Yes;;;;
Aquilus;G;;;;Water;;;;;;;Chronosspace ;Chronos;Yes;;;;
Hidden One;J;;;;Water;;;;;;;Cloakspace  ;Cloak;Yes;;;;
The Fringe;A;;‡;;Water;;;;Icy;;;Clusterspace;Cluster;Yes;;;;
Chronicle;G;;;;Water;;;;;;;Countspace  ;Count;Yes;;;;
Cycle;D;;;;Water;;;;;;;Countspace  ;Count;Yes;;;;
Searral;;;;;Water;;;;;;;Crackedspace;Cracked;Yes;;;;
Athor;E;;❑;;Water;;;;;Athoras;;Cradlespace;Cradle;Yes;;;;
Lorond;E;;;;Water;;;;;Lorondin;;Cradlespace;Cradle;Yes;;;;
Articka;I;;;;Water;;;;frozen surface;;;Cryospace;Cryo;Yes;;;;
Azuria;E;;;;Water;;;;;;;Dragonspace;Dragon;Yes;;;;
Permafrost;E;;◗;;Water;;;;Iceworld;;;Dragonspace;Dragon;Yes;;;;
Dismaia;C;540;❄;;Water;;1;;;;;Dreadmindspace;Dreadmind;Yes;;;;
Qualmind;F;14.900;‡;;Water;;;;Colder than normal;;;Dreadmindspace;Dreadmind;Yes;;;;
Shargaas;F;14.360;;;Water;;;Obsidian;;;;Dukagshspace;Dukagsh;Yes;;;;
Avedine;D;;;;Water;;;;;uninhabited;;Elespatio/Latierra;Elespatio;Yes;;;;
Thalassa;D;;;;Water;;;;;;;Emeraldspace;Emerald;Yes;;SJR4 p.25;;
Skern;F;;;;Water;;;;Ice;;;Fallspace;Fall;Yes;;;;
Eclipse, Flatspace;D;;◗;;Water;;;;;;;Flatspace  ;Flat;Yes;;;;
Tarsen;;;;;Water;;;;;;;Sword World Space;Forcelia;Yes;;;;
Waterbound;F;;;;Water;;;;;;;Formspace;Form;Yes;;;;
Aeslir;D;;◗;;Water;;;;;;;Gatespace;Gate;Yes;;;;
Wegrya;E;;;;Water;;;;;;;Gatespace;Gate;Yes;;;;
Frost Giant;I;;;;Water;;;;Frozen;;;Giantspace ;Giant;Yes;;;;
Mairee;;;;;Water;;;;;;;Gladiusspace;Gladius;Yes;;Spelljammer Mailing List;Nancy E (lea) Hall;http://oracle.wizards.com/scripts/wa.exe?A2=ind0307e&L=spelljammer-l&P=944
Marusinal;C;;◗;;Water;;;;;;;Gladiusspace;Gladius;Yes;;Spelljammer Mailing List;Nancy E (lea) Hall;http://oracle.wizards.com/scripts/wa.exe?A2=ind0307e&L=spelljammer-l&P=944
Telakka;C;;;;Water;;;;Ice, void;;;Gladiusspace;Gladius;Yes;;Spelljammer Mailing List;Nancy E (lea) Hall;http://oracle.wizards.com/scripts/wa.exe?A2=ind0307e&L=spelljammer-l&P=944
Zharree Belt;G;;‡;;Water;;;;;;;Gladiusspace;Gladius;Yes;;Spelljammer Mailing List;Nancy E (lea) Hall;http://oracle.wizards.com/scripts/wa.exe?A2=ind0307e&L=spelljammer-l&P=944
Carci;C;400;;;Water;Golotspace Belt;;;Partially frozen;;;Golotspace;Golot;Yes;;;Tim Goff;http://lost.spelljammer.org/DrawingBoard/worlds/Vodoni/Golotspace/AsteroidBelt.html
Gorthspace Belt;D;;‡;;Water;;;;Cold;;;Gorthspace;Gorth;Yes;;;Charles Taylor;
Endeir;D;;❄;;Water;;;glowing gas;warm;Aquatic nomads;;Gossamerspace;Gossamer;Yes;;;;
Rak'saya;D;;;;Water;Sacafeda;;;;;;Gossamerspace;Gossamer;Yes;;;;
Conatha;C;;Ο;;Water;;;;;;;Greyspace;Grey;Yes;;;;
Sawai;C;;;;Water;;;;;;;Grommspace  ;Gromm;Yes;;;;
Tallin;E;;;;Water;;;;;;;Guardspace;Guard;Yes;;;;
Aphrod;F;;;;Water;;;ice;Icy;;;Hyrkulspace;Hyrkul;Yes;;;;
Posayd;D;;;;Water;;3;;;;;Hyrkulspace;Hyrkul;Yes;;;;
Charon;C;;;;Water;;;;;;;Igniaspace;Ignia;Yes;;SJR4 p.27;;
Thalassa;D;;;;Water;;;;;;;Igniaspace;Ignia;Yes;;SJR4 p.25;;
Sequena's Tears;A;;‡;;Water;;;;;;;Imperial Space;Imperial;Yes;;;;
Artis;D;1.206;;;Water;Caen;;;Ice;;;Ironspace;Iron;Yes;;Privateer Press;;http://privateerpress.com/iron-kingdoms
Calder;D;2.412;;;Water;Caen;;;;;;Ironspace;Iron;Yes;;Privateer Press;;http://privateerpress.com/iron-kingdoms
Barbuda;C;;;;Water;;;;;;;Islandspace;Island;Yes;;SJR4 p.30;;
Dracos;F;;;;Water;;5;;;;;Jadespace ;Jade;Yes;;;;
Hem;D;;;;Water;;1;1;;;;Jadespace ;Jade;Yes;ring halo;;;
Shipwright;A;;;;Water;;;;;;;Keelspace  ;Keel;Yes;;;;
Hy;F;;❄;;Water;;;;Voidworld;;;Knightspace  ;Knight;Yes;;;;
Trerze;D;;Ο;;Water;;;;;;;Korvspace;Korv;Yes;;;;
The Peeper;A;;;;Water;Xenix;;;Ice;;;Lahsphere;Lah;Yes;;Beyond the Moons;Ville Lavonius;http://www.spelljammer.org/worlds/locs/Xenix.html
Aqualis;;;;;Water;;;;;;;Marlspace;Marl;Yes;;;Susan Brown;
Falakyr;D;;;;Water;;4;;;;;Merspace;Mer;Yes;;;;
Mer;E;;;;Water;;2;;;;;Merspace;Mer;Yes;;;;
Syril;;;;;Water;Mer;;;;;;Merspace;Mer;Yes;;;;
Mind 3;;;;;Water;;;;Ice;;;Mindspace;Mind;Yes;;;;
Watereye;B;;;;Water;;;;;Scro;;Moragspace;Morag;Yes;;;;
Proteanis;F;;;;Water;;;;;;;Mystaraspace;Mystara;Yes;;;;
Torquon;D;;;;Water;;;;;Frogmen;;Nerenspace;Neren;Yes;;;;
Poulgeird;;;;;Water;Tandris;;;Frozen wasteland;;;Nyrodspace;Nyrod;Yes;;;;
Borysov;D;;Ο;;Water;;5;;;;;Octorspace;Octor;Yes;;;;
Maclear;;;;;Water;;1;;;;;Omnispace;Omni;Yes;moon (Tropika);;;
Ryan;C;200;;;Water;Torsia;;;Void;;;Osraspace;Osra;Yes;;;;
Shard;B;5 × 25;△;;Water;Yarga;;;Ice;;;Osraspace;Osra;Yes;;;;
Yarga;C;200;;;Water;;1;;frozen surface;;;Osraspace;Osra;Yes;;;;
Lucencia;;;;;Water;;4;;;;;Osternaaspace;Osternaa;Yes;moons (elemental);;;
Warclock;H;;;;Water;;;;;;;Preyspace  ;Prey;Yes;;;;
Octapawn;A;;;;Water;;;;;;;Primespace;Prime;Yes;Octapus shaped;;;
Quelya;E;;;;Water;;;;;;;Pyrespace;Pyre;Yes;;;;
Blacksea;E;;;;Water;;4;;;;;Ragespace  ;Rage;Yes;4 moons (Dead Reef, Orb, The Web, Elamshin D'lil Yorn);;;
Krayus;C;;;;Water;;;;;;;Ragespace  ;Rage;Yes;;;;
Chandos;F;;;;Water;;;;;;;Realmspace;Realm;Yes;;;;
Karpri;D;;;;Water;;;;;;;Realmspace;Realm;Yes;;;;
Uptoor;E;;❑;;Water;;;;Ice;;;Rockspace  ;Rock;Yes;;;;
Salzar;H;;;;Water;;;;;Salzar;;Salzarspace;Salzar;Yes;;SJA4 p.52;TSR;http://www.archlich.com/kotsc/Places/VodoniCluster/Salzarspace.html
Galatia;;;;;Water;Sarûnia;;;Ice;;;Sarûniaspace;Sarûnia;Yes;;;Twin Agate Dragons;http://pathfinderrpgcampaignsettingsarunia.blogspot.co.uk/
Gemini;E;;;;Water;;;;;;;Seaspace  ;Sea;Yes;;;;
Thalassa;D;;;;Water;;;;;;;Seaspace  ;Sea;Yes;;SJR4 p.25;;
Yorgpor;C;;;;Water;;;;;;;Seaspace  ;Sea;Yes;;;;
Krastarrph Dell;;;;;Water;;;1;Icy;;;Seskotspace;Seskot;Yes;;;;
Valestra;;;;;Water;;8;;;;;Seskotspace;Seskot;Yes;;;;
Chonnot;B;;◗;;Water;;;;;;;Shadowspace;Shadow;Yes;;;;
Suithine;F;;;;Water;;;;;;;Shamblespace;Shamble;Yes;;;;
SlaveWorld;C;;;;Water;;;;;;;Spiderspace;Spider;Yes;Ice mines;;;
Slin;B;;◗;;Water;;;;;;;Ssssspace  ;Ssss;Yes;;;;
Ping-Yong;C;;;;Water;Ur-Yon;;;;;;Steel Star Space;Steel Star;Yes;;;;
Slime Ring;J;;‡;;Water;;;;;;;Tarraspace;Tarra;Yes;;;;
Ahto;G;;;;Water;;;;;;;Taur-Utu space;Taur-Utu;Yes;;;;
Athirat;;;;;Water;;;;;;;Taur-Utu space;Taur-Utu;Yes;;;;
Kiz-kar;C;;◗;;Water;;;;;;;Thrustspace  ;Thrust;Yes;;;;
Aguanta;F;;Ο;;Water;;;;;;;Thuriaspace;Thuria;Yes;;;;
Dinichthys;C;;;;Water;;2;;;;;Timespace  ;Time;Yes;;;;
Wak-ath;D;;;;Water;;;;Ice;;;Tukonspace;Tukon;Yes;;;Charles Taylor;
Ultonka;D;;;;Water;;;;Ice;;;Turnspace;Turn;Yes;;;;
Torrent;F;;;;Water;;2;;;;;Tyrspace;Tyr;Yes;2 moons (Rhone, Ios);;;
Blacksea, Vergonspace;E;;;;Water;;;;;Sahaugin;;Vergonspace;Vergon;Yes;;SJA4 p.52;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Calandia;D;;;;Water;;1;;;;;Vodonispace  ;Vodoni;Yes;;;;
Sha'rvir;D;;;;Water;;;;;Savage Neogi;;Vodonikaspace;Vodonika;Yes;;;Roger Burns;http://oracle.wizards.com/scripts/wa.exe?A2=ind0708b&L=spelljammer-l&P=1027
Poly;D;;;;Water;;;;;;;Wayspace;Way;Yes;;;;
Amork;E;;;;Water;;;;Ice campaign world;;;Wehrspace  ;Wehr;Yes;;;;
Sentord;E;;;;Water;;;;Iceworld;;;Wehrspace  ;Wehr;Yes;;;;
Rothaler;F;;;;Water;;;;;;;Windyspace;Windy;Yes;;;;
Pala;E;;;;Water;;2;;;;;Wyrmspace ;Wyrm;Yes;2 moons (Ordan, Bog);;;
Slimeball;;;;;Water/Earth;Tikki;;;Swampy interior;;;Tropisphere;Tropi;Yes;;;;
B'aslar;;;;;;;;;;;;Adramisspace;Adramis;Yes;;Beyond the Moons;Jaime Lopez;http://www.spelljammer.org/worlds/locs/Adramis/Adramis.html
Kigal;;;;;;;;;;;;Ankispace;Anki;Yes;;;;
Nanna/Sin;;;;;;Kigal;;;;;;Ankispace;Anki;Yes;;;;
Bandor Cluster;;;;;;;;;;;;Bandorspace;Bandor;Yes;;;;
The Fringe;;;;;;;;;;;;Banesun;Banesun;Yes;;;;
Cambomc;;;;;;Locni;;;;;;Celenaresspace;Celenares;Yes;;;;
Dra Eeh;;;;;;Ecurb;;;;;;Celenaresspace;Celenares;Yes;;;;
Hechaeb;;;;;;Mitt;;;;;;Celenaresspace;Celenares;Yes;;;;
Kipsnei;;;;;;Nodge;;;;;;Celenaresspace;Celenares;Yes;;;;
Nocseren;;;;;;Libb;;;;;;Celenaresspace;Celenares;Yes;;;;
Clay;;;;;;;;;;;;Clayspace ;Clay;Yes;;;;
Denaeb;;;;;;;;;;;;Clusterspace;Cluster;Yes;;;;
Islands of the Sun;;;‡;;;;;;;;;Clusterspace;Cluster;Yes;;;;
The Fringe;;;;;;;;;;;;Clusterspace;Cluster;Yes;;;;
Igniter;;;;;;;;;;;;Crackedspace;Cracked;Yes;;;;
Gemstone;;;;;;;;;;;;Diamondspace;Diamond;Yes;;;;
Ardath;;;;;;Draconia;;;;;;Dragonspace;Dragon;Yes;;;;
Valdemar;;;;;;Draconia;;;;;;Dragonspace;Dragon;Yes;;;;
Warlock;;;;;;Draconia;;;;;;Dragonspace;Dragon;Yes;;;;
Inner Dustspace Belt;;;‡;;;;;;;;;Dustspace;Dust;Yes;;;;
Mid Dustspace Belt;;;‡;;;;;;;;;Dustspace;Dust;Yes;;;;
Outer Dustspace Belt;;;‡;;;;;;;;;Dustspace;Dust;Yes;;;;
Akatosh;;;;;;;;;;;;Elderspace;Elder;Yes;;The Elder Scrolls game series;;
Arkay;;;;;;;;;;;;Elderspace;Elder;Yes;;The Elder Scrolls game series;;
Dibella;;;;;;Mara;;;;;;Elderspace;Elder;Yes;;The Elder Scrolls game series;;
Julianos;;;;;;;;;;;;Elderspace;Elder;Yes;;The Elder Scrolls game series;;
Kynareth;;;;;;;;;;;;Elderspace;Elder;Yes;;The Elder Scrolls game series;;
Mara;;;;;;Zenithar;;;;;;Elderspace;Elder;Yes;;The Elder Scrolls game series;;
Stendarr;;;;;;Julianos;;;;;;Elderspace;Elder;Yes;;The Elder Scrolls game series;;
Zenithar;;;;;;;;;;;;Elderspace;Elder;Yes;;The Elder Scrolls game series;;
Despoina;;;;;;;;;;;;Emeraldspace;Emerald;Yes;;;;
Galactea;;;;;;;;;;;;Emeraldspace;Emerald;Yes;;;;
Larissa;;;;;;;;;;;;Emeraldspace;Emerald;Yes;;;;
Proteus;;;;;;;;;;;;Emeraldspace;Emerald;Yes;;;;
Agron;;;;;;;;;;;;Faeriespace;Faerie;Yes;;;;
Beastra;;;;;;;;;;;;Faeriespace;Faerie;Yes;;;;
Freemor;;;;;;;;;;;;Faeriespace;Faerie;Yes;;;;
Genla;;;;;;;;;;;;Faeriespace;Faerie;Yes;;;;
